productid,productName,subCategory,size,finalPrice,image_url,comb,available
2132,Maggie Pazzta cheezy Tomato Twist 64 gm,Instant Foods,1 pkt,64,http://143.110.186.55:8080/vf-api/android/productImage/Pazzta tomato twist/jfif,maggie pazzta cheezy tomato twist 64 gm instant foods,yes
2133,premium Quality Cashews,Dryfruits and Nuts,250 gm,220,http://143.110.186.55:8080/vf-api/android/productImage/cashews/jfif,premium quality cashews dryfruits and nuts,yes
2134,Almonds,Dryfruits and Nuts,250 gm,200,http://143.110.186.55:8080/vf-api/android/productImage/almonds/jfif,almonds dryfruits and nuts,yes
2135,Golden Raisins,Dryfruits and Nuts,250 gm,95,http://143.110.186.55:8080/vf-api/android/productImage/resines/jfif,golden raisins dryfruits and nuts,yes
2136,Pistachios,Dryfruits and Nuts,250 gm,290.5,http://143.110.186.55:8080/vf-api/android/productImage/Pistachios-in-shell-scaled/jpg,pistachios dryfruits and nuts,yes
2137,Nandini Kala Namak/Black Salt,Salt & Sugar,100 gm,12,http://143.110.186.55:8080/vf-api/android/productImage/kala namak/jfif,nandini kala namak/black salt salt & sugar,yes
2138,Sendha Namak,Salt & Sugar,100 gm,12,http://143.110.186.55:8080/vf-api/android/productImage/sendha Namak/jfif,sendha namak salt & sugar,yes
2141,Suruchi Coriander Powder,Spices,50 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/Suruchi-Coriander-Powder/jpg,suruchi coriander powder spices,yes
2142,Suruchi Goda Masala,Spices,200 gm,96,http://143.110.186.55:8080/vf-api/android/productImage/Suruchi-Ghoda-Masala/jpg,suruchi goda masala spices,yes
2143,Suruchi Goda Masala,Spices,100 gm,49,http://143.110.186.55:8080/vf-api/android/productImage/Suruchi-Ghoda-Masala/jpg,suruchi goda masala spices,yes
2144,Suruchi Goda Masala,Spices,50 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Suruchi-Ghoda-Masala/jpg,suruchi goda masala spices,yes
2148,Oreo Biscuits 50gm,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/oreo Biscuits/jpg,"oreo biscuits 50gm biscuits ,cookies & chocolates",yes
2149,Dates 500gm,Dryfruits and Nuts,1 pkt,100,http://143.110.186.55:8080/vf-api/android/productImage/dates/jfif,dates 500gm dryfruits and nuts,yes
2156,Chandan Agarabathi,Agarabathi,1 pkt,15,http://143.110.186.55:8080/vf-api/android/productImage/Chandan Incense Sticks ( Agarabatti/jpg,chandan agarabathi agarabathi,yes
2157,Zed Black Agarabathi,Agarabathi,1 pkt,15,http://143.110.186.55:8080/vf-api/android/productImage/Zed Black Agarabathi/jpg,zed black agarabathi agarabathi,yes
2158,White London Agarabathi,Agarabathi,1 pkt,15,http://143.110.186.55:8080/vf-api/android/productImage/White London Agarabathi/jpg,white london agarabathi agarabathi,yes
2159,Toor / Arhar Dal 500gm,Grains & Legumes,1 pkt,57,http://143.110.186.55:8080/vf-api/android/productImage/Toor Dal/jpg,toor / arhar dal 500gm grains & legumes,yes
2160,Channa Dal 500gm,Grains & Legumes,1 pkt,38,http://143.110.186.55:8080/vf-api/android/productImage/Channa Dal/jpg,channa dal 500gm grains & legumes,yes
2161,Channa Dal 1kg,Grains & Legumes,1 pkt,76,http://143.110.186.55:8080/vf-api/android/productImage/Channa Dal/jpg,channa dal 1kg grains & legumes,yes
2162,Moong Dal 500gm,Grains & Legumes,1 pkt,57.6,http://143.110.186.55:8080/vf-api/android/productImage/Moong Dal/jpg,moong dal 500gm grains & legumes,yes
2163,Moong Dal 1kg,Grains & Legumes,1 pkt,114.6,http://143.110.186.55:8080/vf-api/android/productImage/Moong Dal/jpg,moong dal 1kg grains & legumes,yes
2164,Green Moong Dal Chilka 500gm,Grains & Legumes,1 pkt,52.8,http://143.110.186.55:8080/vf-api/android/productImage/Moong Dal Chilka/png,green moong dal chilka 500gm grains & legumes,yes
2165,Green Moong Dal Chilka 1kg,Grains & Legumes,1 pkt,105.05,http://143.110.186.55:8080/vf-api/android/productImage/Moong Dal Chilka/png,green moong dal chilka 1kg grains & legumes,yes
2166,Urad Dal Black 500gm,Grains & Legumes,1 pkt,52.98,http://143.110.186.55:8080/vf-api/android/productImage/Urad Dal Black/jpg,urad dal black 500gm grains & legumes,yes
2167,Urad Dal Black 1kg,Grains & Legumes,1 pkt,105.05,http://143.110.186.55:8080/vf-api/android/productImage/Urad Dal Black/jpg,urad dal black 1kg grains & legumes,yes
2168,Masoor Dal 500gm,Grains & Legumes,1 pkt,55.986,http://143.110.186.55:8080/vf-api/android/productImage/Masoor Dal/jpg,masoor dal 500gm grains & legumes,yes
2169,Masoor Dal 1kg,Grains & Legumes,1 pkt,112.1,http://143.110.186.55:8080/vf-api/android/productImage/Masoor Dal/jpg,masoor dal 1kg grains & legumes,yes
2170,Moth Whole/Matki 500gm,Grains & Legumes,1 pkt,53,http://143.110.186.55:8080/vf-api/android/productImage/Moth whole/png,moth whole/matki 500gm grains & legumes,yes
2171,Moth Whole/Matki 1kg,Grains & Legumes,1 pkt,105,http://143.110.186.55:8080/vf-api/android/productImage/Moth whole/png,moth whole/matki 1kg grains & legumes,yes
2172,Urad Dal 500gm,Grains & Legumes,1 pkt,60.2,http://143.110.186.55:8080/vf-api/android/productImage/Urad Dal/jpg,urad dal 500gm grains & legumes,yes
2173,Urad Dal 1kg,Grains & Legumes,1 pkt,120.4,http://143.110.186.55:8080/vf-api/android/productImage/Urad Dal/jpg,urad dal 1kg grains & legumes,yes
2174,Toor / Arhar Dal 1kg,Grains & Legumes,1 pkt,115.2,http://143.110.186.55:8080/vf-api/android/productImage/Toor Dal/jpg,toor / arhar dal 1kg grains & legumes,yes
2175,Kabuli Channa 1kg,Grains & Legumes,1 pkt,120,http://143.110.186.55:8080/vf-api/android/productImage/Kabuli Channa/jpg,kabuli channa 1kg grains & legumes,yes
2176,Kabuli Channa 500gm,Grains & Legumes,1 pkt,60,http://143.110.186.55:8080/vf-api/android/productImage/Kabuli Channa/jpg,kabuli channa 500gm grains & legumes,yes
2177,Desi Channa 1kg,Grains & Legumes,1 pkt,72,http://143.110.186.55:8080/vf-api/android/productImage/Desi Channa/jpg,desi channa 1kg grains & legumes,yes
2178,Desi Channa 500gm,Grains & Legumes,1 pkt,36,http://143.110.186.55:8080/vf-api/android/productImage/Desi Channa/jpg,desi channa 500gm grains & legumes,yes
2179,Sabudana (Medium) 1kg,Grains & Legumes,1 pkt,62,http://143.110.186.55:8080/vf-api/android/productImage/Sabudana/jpg,sabudana (medium) 1kg grains & legumes,yes
2180,Sabudana (Medium)500gm,Grains & Legumes,1 pkt,31,http://143.110.186.55:8080/vf-api/android/productImage/Sabudana/jpg,sabudana (medium)500gm grains & legumes,yes
2181,Sabudana (Small)1kg,Grains & Legumes,1 pkt,77,http://143.110.186.55:8080/vf-api/android/productImage/Sabudana/jpg,sabudana (small)1kg grains & legumes,yes
2182,Sabudana (Small) 500gm,Grains & Legumes,1 pkt,39,http://143.110.186.55:8080/vf-api/android/productImage/Sabudana/jpg,sabudana (small) 500gm grains & legumes,yes
2187,Poha Thick ,Grains & Legumes,250 gm,12,http://143.110.186.55:8080/vf-api/android/productImage/Poha/jpg,poha thick  grains & legumes,yes
2188,Poha Thin ,Grains & Legumes,250 gm,13,http://143.110.186.55:8080/vf-api/android/productImage/Poha/jpg,poha thin  grains & legumes,yes
2189,Cinnamomum/Tej Pan 50gm,Spices,1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Tej Patta/jpg,cinnamomum/tej pan 50gm spices,yes
2190,Kalpasi/ Dagad Phool 50gm,Spices,1 pkt,39,http://143.110.186.55:8080/vf-api/android/productImage/Dagad Phool/png,kalpasi/ dagad phool 50gm spices,yes
2191,Fenugreek Seeds/Methi 100gm,Spices,1 pkt,11,http://143.110.186.55:8080/vf-api/android/productImage/Methi/png,fenugreek seeds/methi 100gm spices,yes
2192,Cumin Seeds/Jeera 100gm,Spices,1 pkt,25,http://143.110.186.55:8080/vf-api/android/productImage/Cumin Seeds/jpg,cumin seeds/jeera 100gm spices,yes
2193,Cumin Seeds/Jeera 50gm,Spices,1 pkt,12,http://143.110.186.55:8080/vf-api/android/productImage/Cumin Seeds/jpg,cumin seeds/jeera 50gm spices,yes
2194,Cumin Seeds/Jeera 25gm,Spices,1 pkt,7,http://143.110.186.55:8080/vf-api/android/productImage/Cumin Seeds/jpg,cumin seeds/jeera 25gm spices,yes
2195,Mustard Seeds/Rai Small 100gm,Spices,1 pkt,14,http://143.110.186.55:8080/vf-api/android/productImage/Mustard Seeds/jpg,mustard seeds/rai small 100gm spices,yes
2196,Mustard Seeds/Rai Small 50gm,Spices,1 pkt,8,http://143.110.186.55:8080/vf-api/android/productImage/Mustard Seeds/jpg,mustard seeds/rai small 50gm spices,yes
2197,Mustard Seeds/Rai Big 100gm,Spices,1 pkt,13,http://143.110.186.55:8080/vf-api/android/productImage/Mustard Seeds/jpg,mustard seeds/rai big 100gm spices,yes
2198,Mustard Seeds/Rai Big 50gm,Spices,1 pkt,7,http://143.110.186.55:8080/vf-api/android/productImage/Mustard Seeds/jpg,mustard seeds/rai big 50gm spices,yes
2199,Sauf small/Fennel Seeds 250gm,Spices,1 pkt,87,http://143.110.186.55:8080/vf-api/android/productImage/Sauf/jpg,sauf small/fennel seeds 250gm spices,yes
2200,Sauf small/Fennel Seeds 100gm,Spices,1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Sauf/jpg,sauf small/fennel seeds 100gm spices,yes
2201,Sauf Big/Fennel Seeds 250gm,Spices,1 pkt,78,http://143.110.186.55:8080/vf-api/android/productImage/Sauf/jpg,sauf big/fennel seeds 250gm spices,yes
2202,Sauf Big/Fennel Seeds 100gm,Spices,1 pkt,31,http://143.110.186.55:8080/vf-api/android/productImage/Sauf/jpg,sauf big/fennel seeds 100gm spices,yes
2203,Cloves/Lavang 100gm,Spices,1 pkt,96,http://143.110.186.55:8080/vf-api/android/productImage/Lavang/jpg,cloves/lavang 100gm spices,yes
2204,Elaichi 100gm,Spices,1 pkt,198,http://143.110.186.55:8080/vf-api/android/productImage/Elaichi/jpg,elaichi 100gm spices,yes
2205,Black Pepper/Kali Mirch 50gm,Spices,1 pkt,40,http://143.110.186.55:8080/vf-api/android/productImage/Black Pepper/jpg,black pepper/kali mirch 50gm spices,yes
2206,Cinnamon/Dalchini 50gm,Spices,1 pkt,22,"http://143.110.186.55:8080/vf-api/android/productImage/Cinnamon,Kalami/jpg",cinnamon/dalchini 50gm spices,yes
2207,Star Anise 50gm,Spices,1 pkt,50,http://143.110.186.55:8080/vf-api/android/productImage/Star Anise/jpg,star anise 50gm spices,yes
2208,Shahjeera/Caraway Seeds 50gm,Spices,1 pkt,16,http://143.110.186.55:8080/vf-api/android/productImage/Caraway Seeds/jpg,shahjeera/caraway seeds 50gm spices,yes
2209,Khaskhas/Poppy Seeds 100gm,Spices,1 pkt,197,http://143.110.186.55:8080/vf-api/android/productImage/Khus Khus/jpg,khaskhas/poppy seeds 100gm spices,yes
2210,Khaskhas/Poppy Seeds 50gm,Spices,1 pkt,98,http://143.110.186.55:8080/vf-api/android/productImage/Khus Khus/jpg,khaskhas/poppy seeds 50gm spices,yes
2211,Coriander Seeds 200gm,Spices,1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Coriander Seeds/jpg,coriander seeds 200gm spices,yes
2212,Fenugreek Seeds/Methi 50gm,Spices,1 pkt,6,http://143.110.186.55:8080/vf-api/android/productImage/Methi/png,fenugreek seeds/methi 50gm spices,yes
2213,Kalonji 50gm,Spices,1 pkt,20,http://143.110.186.55:8080/vf-api/android/productImage/Kalonji/jpg,kalonji 50gm spices,yes
2214,Jaipatri 50gm,Spices,1 pkt,132,http://143.110.186.55:8080/vf-api/android/productImage/Jaypatri/jpg,jaipatri 50gm spices,yes
2215,Black Cardamom / Black Elaichi 50gm,Spices,1 pkt,50,http://143.110.186.55:8080/vf-api/android/productImage/Black Cardamom/jpg,black cardamom / black elaichi 50gm spices,yes
2216,Nutmeg / Jayfal 50gm,Spices,1 pkt,38,http://143.110.186.55:8080/vf-api/android/productImage/Jayfal/jpeg,nutmeg / jayfal 50gm spices,yes
2217,Peanut / Shengdana 1kg,Grains & Legumes,1 pkt,175,http://143.110.186.55:8080/vf-api/android/productImage/Red Peanuts/jpg,peanut / shengdana 1kg grains & legumes,yes
2218,Peanut / Shengdana 500gm,Grains & Legumes,1 pkt,87,http://143.110.186.55:8080/vf-api/android/productImage/Red Peanuts/jpg,peanut / shengdana 500gm grains & legumes,yes
2219,Peanut White Skin/ Shengdana 1kg,Grains & Legumes,1 pkt,144,http://143.110.186.55:8080/vf-api/android/productImage/White Peanuts/jpg,peanut white skin/ shengdana 1kg grains & legumes,yes
2220,Peanut White Skin/ Shengdana 500gm,Grains & Legumes,1 pkt,72,http://143.110.186.55:8080/vf-api/android/productImage/White Peanuts/jpg,peanut white skin/ shengdana 500gm grains & legumes,yes
2221,Bhagar 500gm,Grains & Legumes,1 pkt,66,http://143.110.186.55:8080/vf-api/android/productImage/Bhagar/jpeg,bhagar 500gm grains & legumes,yes
2222,Bhagar 250gm,Grains & Legumes,1 pkt,33,http://143.110.186.55:8080/vf-api/android/productImage/Bhagar/jpeg,bhagar 250gm grains & legumes,yes
2223,Rava/Suji 1kg,Grains & Legumes,1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Suji Rava/jpg,rava/suji 1kg grains & legumes,yes
2224,Rava/Suji 500gm,Grains & Legumes,1 pkt,15,http://143.110.186.55:8080/vf-api/android/productImage/Suji Rava/jpg,rava/suji 500gm grains & legumes,yes
2225,Rava/Suji 250gm,Grains & Legumes,1 pkt,8,http://143.110.186.55:8080/vf-api/android/productImage/Suji Rava/jpg,rava/suji 250gm grains & legumes,yes
2226,Maida 1kg,Grains & Legumes,1 pkt,32,http://143.110.186.55:8080/vf-api/android/productImage/Maida/jpg,maida 1kg grains & legumes,yes
2227,Maida 500gm,Grains & Legumes,1 gm,16,http://143.110.186.55:8080/vf-api/android/productImage/Maida/jpg,maida 500gm grains & legumes,yes
2228,Maida 250gm,Grains & Legumes,1 pkt,8,http://143.110.186.55:8080/vf-api/android/productImage/Maida/jpg,maida 250gm grains & legumes,yes
2229,Dalia Splits 500gm,Grains & Legumes,1 pkt,51,http://143.110.186.55:8080/vf-api/android/productImage/Dalia Split/jpg,dalia splits 500gm grains & legumes,yes
2230,Dalia Splits 250gm,Grains & Legumes,1 pkt,26,http://143.110.186.55:8080/vf-api/android/productImage/Dalia Split/jpg,dalia splits 250gm grains & legumes,yes
2231,All Out Ultra 45ml,Indoor Insect & Paste Control,1 box,72,http://143.110.186.55:8080/vf-api/android/productImage/All Out Ultra/jpg,all out ultra 45ml indoor insect & paste control,yes
2232,Good Knight Gold Flash 45ml,Indoor Insect & Paste Control,1 Box,72,http://143.110.186.55:8080/vf-api/android/productImage/Good Knight/jpg,good knight gold flash 45ml indoor insect & paste control,yes
2233,Mortein Insta 45ml ,Indoor Insect & Paste Control,1 box,65,http://143.110.186.55:8080/vf-api/android/productImage/Mortein Insta/jpg,mortein insta 45ml  indoor insect & paste control,yes
2234,Carbon Zinc Red Battery Eveready AAA 1012,Appliances & Electricals,1 pc,15,http://143.110.186.55:8080/vf-api/android/productImage/Eveready AA1012/jpg,carbon zinc red battery eveready aaa 1012 appliances & electricals,yes
2235,Carbon Zinc Red Battery Eveready AA 1015,Appliances & Electricals,1 pc,15,http://143.110.186.55:8080/vf-api/android/productImage/Eveready AA1015/jpg,carbon zinc red battery eveready aa 1015 appliances & electricals,yes
2236,Gillette Guard Shaving Cream 50gm,Men,1 pc,49,http://143.110.186.55:8080/vf-api/android/productImage/Gillette Gourd Shaving Cream 49 rs/jpg,gillette guard shaving cream 50gm men,yes
2237,Gillette Guard Shaving Cream 25gm,Men,1 pc,25,http://143.110.186.55:8080/vf-api/android/productImage/Gillette Gourd sahving cream 25rs/png,gillette guard shaving cream 25gm men,yes
2238,Gillette Guard Blades ,Men,1 pc,10,http://143.110.186.55:8080/vf-api/android/productImage/Gillette Guard Blade/jpeg,gillette guard blades  men,yes
2239,Gillette Guard Handle & Cartridge,Men,1 pkt,24,http://143.110.186.55:8080/vf-api/android/productImage/Gillette Guard Pouch/jpg,gillette guard handle & cartridge men,yes
2240,"Old Spice Musk After Shave Lotion, 50 ml",Men,1 box,124.8,http://143.110.186.55:8080/vf-api/android/productImage/Old Spices Shave Lotion/jpg,"old spice musk after shave lotion, 50 ml men",yes
2246,Veg Hakka Noodles 300gm,Instant Foods,1 pkt,70,http://143.110.186.55:8080/vf-api/android/productImage/WhatsApp Image 2022-04-29 at 9/57.14 AM.jpeg,veg hakka noodles 300gm instant foods,yes
2248,Dark Fantasy Vanilla Fills ,"Biscuits ,Cookies & Chocolates",1 pkt,20,http://143.110.186.55:8080/vf-api/android/productImage/Dark Fantasy Vanilla Fills/jpg,"dark fantasy vanilla fills  biscuits ,cookies & chocolates",yes
2253,Fair & Glow Lovely 25gm,Face Cream,1 pack,58,http://143.110.186.55:8080/vf-api/android/productImage/Fair Lovely/jpg,fair & glow lovely 25gm face cream,yes
2254,Fair & Glow Lovely 50gm,Face Cream,1 PACK,110,http://143.110.186.55:8080/vf-api/android/productImage/Fair Lovely/jpg,fair & glow lovely 50gm face cream,yes
2255,Dove Shampoo ,Shampoo & Conditioner,1 pouch,2,http://143.110.186.55:8080/vf-api/android/productImage/Dove pouch/jpg,dove shampoo  shampoo & conditioner,yes
2256,Active Wheel Powder(Zamak),Cloth Wash,1 kg,63,http://143.110.186.55:8080/vf-api/android/productImage/Wheel powder/jpg,active wheel powder(zamak) cloth wash,yes
1003,Spring Onion,Vegetables,200 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Spring Onion/jpeg,spring onion vegetables,yes
1005,Green Pumpkin,Vegetables,500 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/vfgreenpumpkin/png,green pumpkin vegetables,yes
1163,Lal Bhaji ,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Lalbhaji/jpg,lal bhaji  vegetables,yes
1164,Chavli Bhaji ,Vegetables,250 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/Chavli Bhaji/jpg,chavli bhaji  vegetables,yes
1169,Bottle Gourd ( 400 gm 500 gm ),Vegetables,1 pcs,18,http://143.110.186.55:8080/vf-api/android/productImage/Bottle Gourd/jpg,bottle gourd ( 400 gm 500 gm ) vegetables,yes
1171,Radish ,Vegetables,500 gm,35,http://143.110.186.55:8080/vf-api/android/productImage/Radish/jpg,radish  vegetables,yes
1172,Pigeon Peas / Toor,Vegetables,500 gm,26,http://143.110.186.55:8080/vf-api/android/productImage/Toor Beans/jpg,pigeon peas / toor vegetables,yes
1174,Elephant foot yam / Suran,Vegetables,500 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Suran Root/jpg,elephant foot yam / suran vegetables,yes
1176,Bottle Gourd,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Bottle Gourd/jpg,bottle gourd vegetables,yes
1178,Radish ,Vegetables,500 gm,16,http://143.110.186.55:8080/vf-api/android/productImage/Radish/jpg,radish  vegetables,yes
1179,Pigeon Peas / Toor,Vegetables,500 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Toor Beans/jpg,pigeon peas / toor vegetables,yes
1181,Elephant foot yam / Suran,Vegetables,250 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Suran Root/jpg,elephant foot yam / suran vegetables,yes
1184,Dill Leaves / Shepu Bhaji,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Dill Leaves/jpg,dill leaves / shepu bhaji vegetables,yes
1186,Green Peas ,Vegetables,500 gm,18,http://143.110.186.55:8080/vf-api/android/productImage/Green Peas/jpg,green peas  vegetables,yes
1187,Green Peas ,Vegetables,500 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Green Peas/jpg,green peas  vegetables,yes
1188,Dill Leaves /Shepu Bhaji ,Vegetables,250 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Dill Leaves/jpg,dill leaves /shepu bhaji  vegetables,yes
1189,Valor Papdi / Wall beans ,Vegetables,250 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Valor Papdi/jpg,valor papdi / wall beans  vegetables,yes
1190,Valor Papdi / Wal beans ,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Valor Papdi/jpg,valor papdi / wal beans  vegetables,yes
1191,Sorted Methi / Fenugreek ,Vegetables,150 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/Sorted Methi/jpg,sorted methi / fenugreek  vegetables,yes
1193,Roma Tomatoes ,Vegetables,500 gm,35,http://143.110.186.55:8080/vf-api/android/productImage/Roma Tomatoes/jpg,roma tomatoes  vegetables,yes
1194,Shalgam / Turnip,Vegetables,400 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/Turnip/jpg,shalgam / turnip vegetables,yes
1197,Pigeon Peas / Toor Dana,Vegetables,200 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Pigeon Peas/jpg,pigeon peas / toor dana vegetables,yes
1200,Turmeric,Vegetables,250 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/Turmeric/jpg,turmeric vegetables,yes
1203,Brocoli,Vegetables,500 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/Brocoli/jpg,brocoli vegetables,yes
1206,Red cabbage( 350gm to 450gm),Vegetables,1 pcs,15,http://143.110.186.55:8080/vf-api/android/productImage/red cabbage/jpg,red cabbage( 350gm to 450gm) vegetables,yes
1208,green peas / Matar,Vegetables,200 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/peeled green peas/jpg,green peas / matar vegetables,yes
1209,Red cabbage,Vegetables,500 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/red cabbage/jpg,red cabbage vegetables,yes
1211,Peeled Green Peas ,Vegetables,200 gm,35,http://143.110.186.55:8080/vf-api/android/productImage/peeled green peas/jpg,peeled green peas  vegetables,yes
1212,Brocoli,Vegetables,200 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Brocoli/jpg,brocoli vegetables,yes
1643,Lettuce Iceberg (350gm- 500gm) ,Vegetables,1 Pcs,75,http://143.110.186.55:8080/vf-api/android/productImage/Lettuce/jpg,lettuce iceberg (350gm- 500gm)  vegetables,yes
1644,Green Channa/Harbara,Vegetables,800 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Green Channa/jpg,green channa/harbara vegetables,yes
1646,Mustard / Sarso  Bhaji ,Vegetables,500 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Rai Bhaji/jpg,mustard / sarso  bhaji  vegetables,yes
1647,Spring Garlic,Vegetables,250 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/Spring Garlic/jpg,spring garlic vegetables,yes
1763,Green Brinjal,Vegetables,500 gm,23,http://143.110.186.55:8080/vf-api/android/productImage/green_bringal/jpg,green brinjal vegetables,yes
1785,Sponge Gourd ,Vegetables,500 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/Sponge Gourd/jpg,sponge gourd  vegetables,yes
1802,Peanuts /Mungfali,Vegetables,250 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/peanut/jfif,peanuts /mungfali vegetables,yes
1811,Lal Bhaji ,Vegetables,500 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Lalbhaji/jpg,lal bhaji  vegetables,yes
1812,Chavli Bhaji ,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Chavli Bhaji/jpg,chavli bhaji  vegetables,yes
1814,Bottle Gourd,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Bottle Gourd/jpg,bottle gourd vegetables,yes
1816,Radish ,Vegetables,500 gm,16,http://143.110.186.55:8080/vf-api/android/productImage/Radish/jpg,radish  vegetables,yes
1817,Pigeon Peas / Toor,Vegetables,500 gm,26,http://143.110.186.55:8080/vf-api/android/productImage/Toor Beans/jpg,pigeon peas / toor vegetables,yes
1819,Elephant foot yam / Suran,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Suran Root/jpg,elephant foot yam / suran vegetables,yes
1821,Dill Leaves / Shepu Bhaji,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Dill Leaves/jpg,dill leaves / shepu bhaji vegetables,yes
1822,Green Peas ,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Green Peas/jpg,green peas  vegetables,yes
1823,Valor Papdi / Wall beans ,Vegetables,500 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Valor Papdi/jpg,valor papdi / wall beans  vegetables,yes
1824,Sorted Methi / Fenugreek ,Vegetables,150 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/Sorted Methi/jpg,sorted methi / fenugreek  vegetables,yes
1825,Roma Tomatoes ,Vegetables,400 gm,55,http://143.110.186.55:8080/vf-api/android/productImage/Roma Tomatoes/jpg,roma tomatoes  vegetables,yes
1826,Shalgam / Turnip,Vegetables,400 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/Turnip/jpg,shalgam / turnip vegetables,yes
1829,Pigeon Peas / Toor Dana,Vegetables,200 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Pigeon Peas/jpg,pigeon peas / toor dana vegetables,yes
1830,Turmeric,Vegetables,250 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Turmeric/jpg,turmeric vegetables,yes
1832,Brocoli,Vegetables,500 gm,35,http://143.110.186.55:8080/vf-api/android/productImage/Brocoli/jpg,brocoli vegetables,yes
1834,Red cabbage,Vegetables,700 gm,99,http://143.110.186.55:8080/vf-api/android/productImage/red cabbage/jpg,red cabbage vegetables,yes
1836,green peas / Matar,Vegetables,200 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/peeled green peas/jpg,green peas / matar vegetables,yes
2006,Lettuce,Vegetables,500 gm,40,http://143.110.186.55:8080/vf-api/android/productImage/Lettuce/jpg,lettuce vegetables,yes
2007,Green Channa/Harbara,Vegetables,800 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Green Channa/jpg,green channa/harbara vegetables,yes
2009,Mustard / Sarso  Bhaji ,Vegetables,500 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Rai Bhaji/jpg,mustard / sarso  bhaji  vegetables,yes
2010,Spring Garlic,Vegetables,250 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/Spring Garlic/jpg,spring garlic vegetables,yes
2124,Zucchini,Vegetables,500 gm,60,http://143.110.186.55:8080/vf-api/android/productImage/zucchini-relish-recipe/jpg,zucchini vegetables,yes
2150,Sweet Potatoes,Vegetables,500 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Sweet Potatoes/jfif,sweet potatoes vegetables,yes
2151,Long Green Eggplant,Vegetables,500 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/long green eggplant/jpg,long green eggplant vegetables,yes
2152,Sweet Corn,Vegetables,1 piece,20,http://143.110.186.55:8080/vf-api/android/productImage/corn/jfif,sweet corn vegetables,yes
2153,Sweet Corn,Vegetables,3 piece,50,http://143.110.186.55:8080/vf-api/android/productImage/corn/jfif,sweet corn vegetables,yes
2184,White Cucumber,Vegetables,500 gm,15,http://143.110.186.55:8080/vf-api/android/productImage/roseland-small-white-cucumber_LRG/jpg,white cucumber vegetables,yes
2242,Peeled Garlic,Vegetables,250 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/Peeled Garlic/png,peeled garlic vegetables,yes
2244,Cabbage (700 to 800gm),Vegetables,1 piece,23,http://143.110.186.55:8080/vf-api/android/productImage/cabbage/jpeg,cabbage (700 to 800gm) vegetables,yes
