productid,productName,subCategory,size,finalPrice,image_url,comb,available
1680,Monaco Biscuit,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Monaco/jpg,"monaco biscuit biscuits ,cookies & chocolates",yes
1681,Monaco Biscuit 200gm,"Biscuits ,Cookies & Chocolates",1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Monaco 200gm/jpg,"monaco biscuit 200gm biscuits ,cookies & chocolates",yes
1682,Krack Jack Biscuit,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Crack Jack 5 Rs/jpg,"krack jack biscuit biscuits ,cookies & chocolates",yes
1683,Crack Jack 200gm,"Biscuits ,Cookies & Chocolates",1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Crack Jack/jpg,"crack jack 200gm biscuits ,cookies & chocolates",yes
1684,Treat Jimjam Biscuit,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Treat Jimjam/jpg,"treat jimjam biscuit biscuits ,cookies & chocolates",yes
1685,Dark Fantasy Choco Fills ,"Biscuits ,Cookies & Chocolates",1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Dark Fantansy Choco Fills/jpg,"dark fantasy choco fills  biscuits ,cookies & chocolates",yes
1686,Britania Marie Gold 250gm,"Biscuits ,Cookies & Chocolates",1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Marie Gold/jpg,"britania marie gold 250gm biscuits ,cookies & chocolates",yes
1687,Britania Nutri Choice Digestive 100gm,"Biscuits ,Cookies & Chocolates",1 pkt,25,http://143.110.186.55:8080/vf-api/android/productImage/Nutri Choce/jpg,"britania nutri choice digestive 100gm biscuits ,cookies & chocolates",yes
1688,Cadbury Celebrations 118.6gm,"Biscuits ,Cookies & Chocolates",1 pkt,100,http://143.110.186.55:8080/vf-api/android/productImage/Cadbury Celebrations/jpg,"cadbury celebrations 118.6gm biscuits ,cookies & chocolates",yes
1689,Good Day Cashew Cookies 60gm,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Good Day Cashew Cookies/jpg,"good day cashew cookies 60gm biscuits ,cookies & chocolates",yes
1690,Good Day Butter Cookies 50gm,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Good Day Butter Choice/jpg,"good day butter cookies 50gm biscuits ,cookies & chocolates",yes
1691,fortune soya chunks,Grains & Legumes,225 gm,55,http://143.110.186.55:8080/vf-api/android/productImage/Fortune soya chunks/jpg,fortune soya chunks grains & legumes,yes
1692,Good Day Cashew Cookies 200gm,"Biscuits ,Cookies & Chocolates",1 pkt,40,http://143.110.186.55:8080/vf-api/android/productImage/Good Day Cashew Cookies/jpg,"good day cashew cookies 200gm biscuits ,cookies & chocolates",yes
1693,nutrella soya chunks,Grains & Legumes,220 gm,60,http://143.110.186.55:8080/vf-api/android/productImage/nutrella soya chunk/jpg,nutrella soya chunks grains & legumes,yes
1694,Fortune Besan,Grains & Legumes,1 kg,140,http://143.110.186.55:8080/vf-api/android/productImage/fortune besan/jpg,fortune besan grains & legumes,yes
1695,India Gate Basmati Rice,Grains & Legumes,1 kg,182,http://143.110.186.55:8080/vf-api/android/productImage/india gate basmati rice/jfif,india gate basmati rice grains & legumes,yes
1696,Hide and Seek 120gm,"Biscuits ,Cookies & Chocolates",1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Hide and Seek/jpg,"hide and seek 120gm biscuits ,cookies & chocolates",yes
1697,Britania Nutri Choice Digestive 200gm,"Biscuits ,Cookies & Chocolates",1 gm,45,http://143.110.186.55:8080/vf-api/android/productImage/Nutri Choce/jpg,"britania nutri choice digestive 200gm biscuits ,cookies & chocolates",yes
1698,Maggi Noodles 70 gm pkt,Instant Foods,1 pkt,12,http://143.110.186.55:8080/vf-api/android/productImage/maggi/jfif,maggi noodles 70 gm pkt instant foods,yes
1699,maggi Noodles 140gm pkt,Instant Foods,1 pkt,24,http://143.110.186.55:8080/vf-api/android/productImage/maggi/jfif,maggi noodles 140gm pkt instant foods,yes
1700,Maggi Noodles 280gm pkt,Instant Foods,1 pkt,48,http://143.110.186.55:8080/vf-api/android/productImage/maggi/jfif,maggi noodles 280gm pkt instant foods,yes
1701,Yippee Noodles 405 gms,Instant Foods,1 pkt,72,http://143.110.186.55:8080/vf-api/android/productImage/Yippi Noodles/jfif,yippee noodles 405 gms instant foods,yes
1702,Yippee Noodles 70gms,Instant Foods,1 pkt,12,http://143.110.186.55:8080/vf-api/android/productImage/Yippi Noodles/jfif,yippee noodles 70gms instant foods,yes
1703,Sunflower Vanaspati Ghee ,Cooking Oil,1 ltr,185,http://143.110.186.55:8080/vf-api/android/productImage/Sunflower Vanaspati ghee/jpg,sunflower vanaspati ghee  cooking oil,yes
1704,Sunflower Vanaspati Ghee ,Cooking Oil,500 ml,95,http://143.110.186.55:8080/vf-api/android/productImage/Sunflower Vanaspati ghee/jpg,sunflower vanaspati ghee  cooking oil,yes
1705,Colgate Zigzag ToothBrush ,Toothbrush & Toothpaste,1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Colgate Zigzag ToothBrush/jpg,colgate zigzag toothbrush  toothbrush & toothpaste,yes
1706,Veg Hakka Noodles 300 gms,Instant Foods,1 pkt,70,http://143.110.186.55:8080/vf-api/android/productImage/veg Hakka Noodles/jpg,veg hakka noodles 300 gms instant foods,yes
1707,Bournvita 500gm,Health Drinks,1 pkt,209,http://143.110.186.55:8080/vf-api/android/productImage/Bournvita/jpg,bournvita 500gm health drinks,yes
1708,Complan 200gm,Health Drinks,1 pkt,125,http://143.110.186.55:8080/vf-api/android/productImage/Complan/jpg,complan 200gm health drinks,yes
1709,Horlicks Chocolate 500gm,Health Drinks,1 pkt,211,http://143.110.186.55:8080/vf-api/android/productImage/Horlicks Chocolate/png,horlicks chocolate 500gm health drinks,yes
1710,Johnson Baby Powder ,Face Powder,100 gm,80,http://143.110.186.55:8080/vf-api/android/productImage/Johnson Baby Powder/jpg,johnson baby powder  face powder,yes
1711,Himalaya Baby Powder ,Face Powder,100 gm,72,http://143.110.186.55:8080/vf-api/android/productImage/Himalaya Baby Powder/jpg,himalaya baby powder  face powder,yes
1712,Himalaya Anti Dandruff Shampoo,Shampoo & Conditioner,80 ml,62,http://143.110.186.55:8080/vf-api/android/productImage/Himalaya Anti Dandruff Shampoo/jpg,himalaya anti dandruff shampoo shampoo & conditioner,yes
1713,Cinthol Talk Powder ,Face Powder,1 Box,135,http://143.110.186.55:8080/vf-api/android/productImage/Cinthol Powder/jpg,cinthol talk powder  face powder,yes
1714,Vim Lemon Bar ,Dish Wash,300 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon Bar/jpg,vim lemon bar  dish wash,yes
1715,Expert Bar( Pack of 4),Dish Wash,1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Expert Dish Bar/jpg,expert bar( pack of 4) dish wash,yes
1716,Suruchi Kasuri Methi ,Spices,100 gm,60,http://143.110.186.55:8080/vf-api/android/productImage/Suruchi Kasturi Methi/jpg,suruchi kasuri methi  spices,yes
1717,Pushp Kasuri Methi ,Spices,100 gm,58,http://143.110.186.55:8080/vf-api/android/productImage/Pushp Kasturi Methi/jpg,pushp kasuri methi  spices,yes
1719,Parachute Hair Oil ,Hair Oil,100 ml,38,http://143.110.186.55:8080/vf-api/android/productImage/Parachute Hair Oil/jpg,parachute hair oil  hair oil,yes
1720,Kisan Jam Mix Fruits ,Sauces & Ketchup,200 gm,68,http://143.110.186.55:8080/vf-api/android/productImage/Kisan Jam Mix Fruits/jpg,kisan jam mix fruits  sauces & ketchup,yes
1721,Maggi Rich Tomato ,Sauces & Ketchup,1000 gm,150,http://143.110.186.55:8080/vf-api/android/productImage/Rich Tomato Ketchup/jpg,maggi rich tomato  sauces & ketchup,yes
1722,Maggi Rich Tomato ,Sauces & Ketchup,200 gm,62,http://143.110.186.55:8080/vf-api/android/productImage/Rich Tomato Ketchup/jpg,maggi rich tomato  sauces & ketchup,yes
1723,Green Chilli Sauce 680gm,Sauces & Ketchup,1 Bottle,85,http://143.110.186.55:8080/vf-api/android/productImage/Green Chilli Sauce/jpg,green chilli sauce 680gm sauces & ketchup,yes
1724,Chilli Sauce 680gm,Sauces & Ketchup,1 Bottle,85,http://143.110.186.55:8080/vf-api/android/productImage/Red Chilli Sauce/jpg,chilli sauce 680gm sauces & ketchup,yes
1725,Chings Dark Soy Sauce 750gm,Sauces & Ketchup,1 Bottle,85,http://143.110.186.55:8080/vf-api/android/productImage/Chings Dark Soy Sauce/jpg,chings dark soy sauce 750gm sauces & ketchup,yes
1726,Ujala Classic Vinegar 650g,Sauces & Ketchup,1 Bottle,65,http://143.110.186.55:8080/vf-api/android/productImage/Ujala Classic Vinegar/jpg,ujala classic vinegar 650g sauces & ketchup,yes
1727,Ezee Liquid Detergent ,Cloth Wash,235 ml,57,http://143.110.186.55:8080/vf-api/android/productImage/Ezee Liquid Detergent/jpeg,ezee liquid detergent  cloth wash,yes
1728,Cadbury Celebrations 62.2g,"Biscuits ,Cookies & Chocolates",1 pkt,50,http://143.110.186.55:8080/vf-api/android/productImage/Cadbury-Celebration-Pack-Mini---Orange-75g-500x500/jpg,"cadbury celebrations 62.2g biscuits ,cookies & chocolates",yes
1729,Pril Lime Grease Fighter 155ml,Dish Wash,1 pkt,20,http://143.110.186.55:8080/vf-api/android/productImage/Pril Lime Grease Fighter/jpg,pril lime grease fighter 155ml dish wash,yes
1730,Comfort Morning Fresh ,Cloth Wash,220 ml,58,http://143.110.186.55:8080/vf-api/android/productImage/Comfort Morning Fresh/jpg,comfort morning fresh  cloth wash,yes
1731,Nivea Floral Touch,Deo,150 ml,209,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Floral Touch/jpg,nivea floral touch deo,yes
1732,Nivea Smooth Skin,Deo,150 ml,225,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Smooth Skin/jpg,nivea smooth skin deo,yes
1733,Nivea Fresh Natural ,Deo,150 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Fresh Natural/jpg,nivea fresh natural  deo,yes
1734,L'Oreal Paris Shampoo,Shampoo & Conditioner,82 ml,65,http://143.110.186.55:8080/vf-api/android/productImage/L'Oreal Shampoo Total Repair/jpg,l'oreal paris shampoo shampoo & conditioner,yes
1735,L'Oreal Paris Pouch 7.5ml,Shampoo & Conditioner,1 pkt,4,http://143.110.186.55:8080/vf-api/android/productImage/L'Oreal Shampoo/jpg,l'oreal paris pouch 7.5ml shampoo & conditioner,yes
1736,Sunsilk Black & Shine Pouch,Shampoo & Conditioner,1 pkt,1,http://143.110.186.55:8080/vf-api/android/productImage/Sunsilk Black & Shine shampoo/jpg,sunsilk black & shine pouch shampoo & conditioner,yes
1737,Set Wet Global Edition ,Deo,120 ml,250,http://143.110.186.55:8080/vf-api/android/productImage/Set Wet Global Edition/jpg,set wet global edition  deo,yes
1738,TRESemme Shampoo,Shampoo & Conditioner,1 pkt,2,http://143.110.186.55:8080/vf-api/android/productImage/TRESemme Shampoo/jpg,tresemme shampoo shampoo & conditioner,yes
1739,Vim Lemon Liquid,Dish Wash,500 ml,99,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon Bar Pouch/jpg,vim lemon liquid dish wash,yes
1740,Vim Lemon Liquid,Dish Wash,250 ml,49,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon Bar Pouch/jpg,vim lemon liquid dish wash,yes
1741,Vim Lemon ,Dish Wash,750 ml,185,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon/jpg,vim lemon  dish wash,yes
1743,Vim Lemon ,Dish Wash,500 ml,115,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon Liquid/jpg,vim lemon  dish wash,yes
1744,PediaSure Health Drink,Health Drinks,400 gm,565,http://143.110.186.55:8080/vf-api/android/productImage/PediaSure Chocolate Drink/jpg,pediasure health drink health drinks,yes
1878,Red Label Natural Care,Tea & Coffee,500 gm,325,http://143.110.186.55:8080/vf-api/android/productImage/Red Label Natural Care/jpg,red label natural care tea & coffee,yes
1879,Red Label Natural Care,Tea & Coffee,250 gm,165,http://143.110.186.55:8080/vf-api/android/productImage/Red Label Natural Care/jpg,red label natural care tea & coffee,yes
1880,Red Label 100gm,Tea & Coffee,100 gm,40,http://143.110.186.55:8080/vf-api/android/productImage/Red Label/jpg,red label 100gm tea & coffee,yes
1881,Red Label 500gm,Tea & Coffee,500 gm,285,http://143.110.186.55:8080/vf-api/android/productImage/Red Label/jpg,red label 500gm tea & coffee,yes
1882,Red Label 250gm,Tea & Coffee,250 gm,145,http://143.110.186.55:8080/vf-api/android/productImage/Red Label/jpg,red label 250gm tea & coffee,yes
1883,Tajmahal Tea 250gm,Tea & Coffee,250 gm,200,http://143.110.186.55:8080/vf-api/android/productImage/Tajmahal/jpg,tajmahal tea 250gm tea & coffee,yes
1884,Tajmahal,Tea & Coffee,500 gm,385,http://143.110.186.55:8080/vf-api/android/productImage/Tajmahal/jpg,tajmahal tea & coffee,yes
1885,Wagh Bakri Tea ,Tea & Coffee,250 gm,135,http://143.110.186.55:8080/vf-api/android/productImage/Wagh Bakri/jpg,wagh bakri tea  tea & coffee,yes
1886,Society tea,Tea & Coffee,250 gm,135,http://143.110.186.55:8080/vf-api/android/productImage/Society/jfif,society tea tea & coffee,yes
1887,Wagh Bakri Tea ,Tea & Coffee,500 gm,270,http://143.110.186.55:8080/vf-api/android/productImage/Wagh Bakri/jpg,wagh bakri tea  tea & coffee,yes
1888,Lipton green tea,Tea & Coffee,100 gm,150,http://143.110.186.55:8080/vf-api/android/productImage/Lipton green tea/jpg,lipton green tea tea & coffee,yes
1889,Nescafe Classic Coffee,Tea & Coffee,50 gm,165,http://143.110.186.55:8080/vf-api/android/productImage/Nescafe Classic/jpg,nescafe classic coffee tea & coffee,yes
1890,Nescafe Classic Coffee,Tea & Coffee,25 gm,80,http://143.110.186.55:8080/vf-api/android/productImage/Nescafe Classic/jpg,nescafe classic coffee tea & coffee,yes
1891,Bru Instant,Tea & Coffee,50 gm,60,http://143.110.186.55:8080/vf-api/android/productImage/Bru Instant/jpg,bru instant tea & coffee,yes
1892,Saffola Gold Oil ,Cooking Oil,1 Ltr,215,http://143.110.186.55:8080/vf-api/android/productImage/Saffola Gold Oil/jpg,saffola gold oil  cooking oil,yes
1893,Dhara Groundnut Oil,Cooking Oil,1 Ltr,225,http://143.110.186.55:8080/vf-api/android/productImage/Dhara cooking oil/jpg,dhara groundnut oil cooking oil,yes
1894,Kings Soyabean Refined Oil ,Cooking Oil,1 Ltr,150,http://143.110.186.55:8080/vf-api/android/productImage/Kings Soyabean Oil/jpg,kings soyabean refined oil  cooking oil,yes
1895,Gemini Mustard Oil,Cooking Oil,1 Ltr,230,http://143.110.186.55:8080/vf-api/android/productImage/gemini mustard oil/jpg,gemini mustard oil cooking oil,yes
1896,Fortune Sunflower Refined Oil ,Cooking Oil,1 ltr,190,http://143.110.186.55:8080/vf-api/android/productImage/Fortune Sunflower Refined Oil 1Ltr/jpg,fortune sunflower refined oil  cooking oil,yes
1897,Fortune Sunflower Refined Oil ,Cooking Oil,5 Ltrs,1075,http://143.110.186.55:8080/vf-api/android/productImage/Fortune Sunflower Refined Oil/jpg,fortune sunflower refined oil  cooking oil,yes
1898,Tulsi Ricebran Oil,Cooking Oil,1 Ltr,200,http://143.110.186.55:8080/vf-api/android/productImage/cooking-oil-250x250/png,tulsi ricebran oil cooking oil,yes
1899,Bajaj Almond Drops ,Hair Oil,100 ml,69,http://143.110.186.55:8080/vf-api/android/productImage/Bajaj Almond Drops/jpg,bajaj almond drops  hair oil,yes
1900,Parachute Jasmine Hair Oil,Hair Oil,90 ml,39,http://143.110.186.55:8080/vf-api/android/productImage/parachute Jasmine Hair oil/jfif,parachute jasmine hair oil hair oil,yes
1901,Bajaj Almond Drops ,Hair Oil,200 ml,133,http://143.110.186.55:8080/vf-api/android/productImage/Bajaj Almond Drops/jpg,bajaj almond drops  hair oil,yes
1902,Nihar Awla Hair Oil,Hair Oil,140 ml,37,http://143.110.186.55:8080/vf-api/android/productImage/Nihar Awla Hair oil/jpg,nihar awla hair oil hair oil,yes
1903,Parachute Hair Oil ,Hair Oil,175 ml,70,http://143.110.186.55:8080/vf-api/android/productImage/Parachute Hair Oil/jpg,parachute hair oil  hair oil,yes
1904,Kesh King Ayurvedic Hair Oil,Hair Oil,120 ml,170,http://143.110.186.55:8080/vf-api/android/productImage/Kesh King Ayurvedic Hair oil/jpeg,kesh king ayurvedic hair oil hair oil,yes
1905,Navaratna Hair Oil,Hair Oil,100 ml,80,http://143.110.186.55:8080/vf-api/android/productImage/Navartna Hair Oil/jpg,navaratna hair oil hair oil,yes
1906,Lux Soap (Pack of 5),Bath Soap,100 gm,140,http://143.110.186.55:8080/vf-api/android/productImage/Lux Soap/jpg,lux soap (pack of 5) bath soap,yes
1907,Park Avenue,Bath Soap,75 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Park Avenue/jpg,park avenue bath soap,yes
1908,Santoor Soap (Pack of 4),Bath Soap,100 gm,130,http://143.110.186.55:8080/vf-api/android/productImage/Santoor Soap/jpg,santoor soap (pack of 4) bath soap,yes
1909,Pears Soap (Pack of 4),Bath Soap,75 gm,129,http://143.110.186.55:8080/vf-api/android/productImage/Pears Soap/jpg,pears soap (pack of 4) bath soap,yes
1910,Dove Soap(Pack of 3),Bath Soap,75 gm,129,http://143.110.186.55:8080/vf-api/android/productImage/Dove Soap/jpg,dove soap(pack of 3) bath soap,yes
1911,Dettol (Pack of 4),Bath Soap,125 gm,229,http://143.110.186.55:8080/vf-api/android/productImage/Dettol Soap/jpg,dettol (pack of 4) bath soap,yes
1912,Dettol (Pack of 3),Bath Soap,75 gm,110,http://143.110.186.55:8080/vf-api/android/productImage/Dettol Soap/jpg,dettol (pack of 3) bath soap,yes
1913,Lifebuoy Soap(Pack of 4),Bath Soap,125 gm,115,http://143.110.186.55:8080/vf-api/android/productImage/Lifebuoy Soap/jpg,lifebuoy soap(pack of 4) bath soap,yes
1914,Medimix ( Pack of 3),Bath Soap,125 gm,125,http://143.110.186.55:8080/vf-api/android/productImage/Medimix Soap/jpg,medimix ( pack of 3) bath soap,yes
1915,Himalaya Baby soap,Bath Soap,75 gm,50,http://143.110.186.55:8080/vf-api/android/productImage/Hiomalaya Baby Soap/jpg,himalaya baby soap bath soap,yes
1916,Cinthol ( Pack of 4),Bath Soap,75 gm,122,http://143.110.186.55:8080/vf-api/android/productImage/Cinthol Soap/jpg,cinthol ( pack of 4) bath soap,yes
1917,Himalaya Neem And turmeric soap,Bath Soap,75 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/Himalaya neem and turmeric soap/jpg,himalaya neem and turmeric soap bath soap,yes
1918,Cinthol ( Pack of 2),Bath Soap,100 gm,102,http://143.110.186.55:8080/vf-api/android/productImage/Cinthol/jpg,cinthol ( pack of 2) bath soap,yes
1919,Johnson Baby Soap ,Bath Soap,50 gm,36,http://143.110.186.55:8080/vf-api/android/productImage/Johnson Baby Soap/jpg,johnson baby soap  bath soap,yes
1920,Savlon Glycerin Soap,Bath Soap,125 gm,50,http://143.110.186.55:8080/vf-api/android/productImage/Savlon Soap/jpg,savlon glycerin soap bath soap,yes
1921,Colgate ,Toothbrush & Toothpaste,200 gm,103,http://143.110.186.55:8080/vf-api/android/productImage/Colgate 200gm/jpg,colgate  toothbrush & toothpaste,yes
1922,Colgate ,Toothbrush & Toothpaste,100 gm,56,http://143.110.186.55:8080/vf-api/android/productImage/Colgate 100gm/jpg,colgate  toothbrush & toothpaste,yes
1923,Colgate ,Toothbrush & Toothpaste,46 gm,20,http://143.110.186.55:8080/vf-api/android/productImage/Colgate 46gm/jpg,colgate  toothbrush & toothpaste,yes
1924,Colgate Supper Saver Pack,Toothbrush & Toothpaste,500 gm,217,http://143.110.186.55:8080/vf-api/android/productImage/Colgate 500gm/jpg,colgate supper saver pack toothbrush & toothpaste,yes
1925,Pepsodent,Toothbrush & Toothpaste,200 gm,90,http://143.110.186.55:8080/vf-api/android/productImage/Pepsodent-Toothpaste/jpg,pepsodent toothbrush & toothpaste,yes
1926,Pepsodent Toothpest,Toothbrush & Toothpaste,100 gm,47,http://143.110.186.55:8080/vf-api/android/productImage/Pepsodent-Toothpaste/jpg,pepsodent toothpest toothbrush & toothpaste,yes
1927,Colgate Maxfresh,Toothbrush & Toothpaste,84 gm,55,http://143.110.186.55:8080/vf-api/android/productImage/Colgate Maxfresh/jpg,colgate maxfresh toothbrush & toothpaste,yes
1928,Colgate Maxfresh,Toothbrush & Toothpaste,150 gm,99,http://143.110.186.55:8080/vf-api/android/productImage/Colgate Maxfresh/jpg,colgate maxfresh toothbrush & toothpaste,yes
1929,Patanjali Dant Kanti,Toothbrush & Toothpaste,200 gm,95,http://143.110.186.55:8080/vf-api/android/productImage/Patanjali Dant Kanti/jpg,patanjali dant kanti toothbrush & toothpaste,yes
1930,Dabur Meswak Toothpaste,Toothbrush & Toothpaste,200 gm,102,http://143.110.186.55:8080/vf-api/android/productImage/Dabur Meswak Toothpest/jfif,dabur meswak toothpaste toothbrush & toothpaste,yes
1931,Patanjali Dant Kanti,Toothbrush & Toothpaste,100 gm,50,http://143.110.186.55:8080/vf-api/android/productImage/Patanjali 100gm/jpg,patanjali dant kanti toothbrush & toothpaste,yes
1932,Dabur Meswak ,Toothbrush & Toothpaste,100 gm,58,http://143.110.186.55:8080/vf-api/android/productImage/Dabur Meswak Toothpest/jfif,dabur meswak  toothbrush & toothpaste,yes
1933,Sensodyne Fresh Gel,Toothbrush & Toothpaste,75 gm,115,http://143.110.186.55:8080/vf-api/android/productImage/Sensodyne Fresh Gel/jpg,sensodyne fresh gel toothbrush & toothpaste,yes
1934,Sensodyne Fresh Gel,Toothbrush & Toothpaste,150 gm,199,http://143.110.186.55:8080/vf-api/android/productImage/Sensodyne Fresh Gel/jpg,sensodyne fresh gel toothbrush & toothpaste,yes
1935,Close up Red Hot ,Toothbrush & Toothpaste,150 gm,90,http://143.110.186.55:8080/vf-api/android/productImage/Closeup Red Hot/jpg,close up red hot  toothbrush & toothpaste,yes
1936,Babool Super Saver pack,Toothbrush & Toothpaste,350 gm,100,http://143.110.186.55:8080/vf-api/android/productImage/babool toothpaste/jpg,babool super saver pack toothbrush & toothpaste,yes
1937,Babool,Toothbrush & Toothpaste,100 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/babool toothpaste/jpg,babool toothbrush & toothpaste,yes
1938,Oral B Tooth Brush ,Toothbrush & Toothpaste,1 pcs,20,http://143.110.186.55:8080/vf-api/android/productImage/Oral B Brush/jpg,oral b tooth brush  toothbrush & toothpaste,yes
1939,Close up ,Toothbrush & Toothpaste,80 gm,50,http://143.110.186.55:8080/vf-api/android/productImage/Closeup Red Hot/jpg,close up  toothbrush & toothpaste,yes
1940,Everest Shahi biryani Masala,Spices,25 gm,36,http://143.110.186.55:8080/vf-api/android/productImage/Shahi biryani Masala/jpg,everest shahi biryani masala spices,yes
1941,Everest chhole Masala,Spices,50 gm,35,http://143.110.186.55:8080/vf-api/android/productImage/Everest chhole masala/jpg,everest chhole masala spices,yes
1942,Everest Samber masala,Spices,50 gm,34,http://143.110.186.55:8080/vf-api/android/productImage/sambar masala/jpg,everest samber masala spices,yes
1943,Everest Pavbhaji Masala,Spices,50 gm,37,http://143.110.186.55:8080/vf-api/android/productImage/Pav Bhaji Masala/jpg,everest pavbhaji masala spices,yes
1944,Everest Meat Masala,Spices,50 gm,39,http://143.110.186.55:8080/vf-api/android/productImage/Everest Meat Masala/jpg,everest meat masala spices,yes
1945,Everest Fish Curry Masala,Spices,50 gm,40,http://143.110.186.55:8080/vf-api/android/productImage/fish curry masala/jpg,everest fish curry masala spices,yes
1946,Everest Kasuri Methi,Spices,25 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/kasuri methi/jfif,everest kasuri methi spices,yes
1947,Everest Chicken Masala,Spices,50 gm,39,http://143.110.186.55:8080/vf-api/android/productImage/chicken masala/jpg,everest chicken masala spices,yes
1948,Sargam Soap,Cloth Wash,25 gm,10,http://143.110.186.55:8080/vf-api/android/productImage/Sargam Soap/jpg,sargam soap cloth wash,yes
1949,Everest Shahi Paneer Masala,Spices,50 gm,44,http://143.110.186.55:8080/vf-api/android/productImage/Everest Shahi Paneer Masala/jpg,everest shahi paneer masala spices,yes
1950,Suhana Matar Paneer Mix,Spices,50 gm,40,http://143.110.186.55:8080/vf-api/android/productImage/mater paneer mix/jpg,suhana matar paneer mix spices,yes
1951,Rin Soap ,Cloth Wash,150 gm,10,http://143.110.186.55:8080/vf-api/android/productImage/Rin 10/jpeg,rin soap  cloth wash,yes
1952,Rin Big Bar,Cloth Wash,250 gm,18,http://143.110.186.55:8080/vf-api/android/productImage/Rin Big Bar/jpg,rin big bar cloth wash,yes
1953,Surf excel,Cloth Wash,84 gm,10,http://143.110.186.55:8080/vf-api/android/productImage/Surf excel/jpg,surf excel cloth wash,yes
1954,Suhana Palak Paneer mix,Spices,50 gm,40,http://143.110.186.55:8080/vf-api/android/productImage/palak paneer mix/jpg,suhana palak paneer mix spices,yes
1955,Surf excel Big Bar,Cloth Wash,250 gm,32,http://143.110.186.55:8080/vf-api/android/productImage/Surf excel/jpg,surf excel big bar cloth wash,yes
1956,Rin Powder,Cloth Wash,500 gm,42,http://143.110.186.55:8080/vf-api/android/productImage/Rin Powder/png,rin powder cloth wash,yes
1957,Rin Powder,Cloth Wash,1 Kg,86,http://143.110.186.55:8080/vf-api/android/productImage/Rin Powder/png,rin powder cloth wash,yes
1958,Ghadi Washing Powder ,Cloth Wash,500 gm,32,http://143.110.186.55:8080/vf-api/android/productImage/Ghadi Powder/jpg,ghadi washing powder  cloth wash,yes
1959,Ghadi Washing Powder ,Cloth Wash,1 Kg,63,http://143.110.186.55:8080/vf-api/android/productImage/Ghadi Powder/jpg,ghadi washing powder  cloth wash,yes
1960,Surf excel Powder ,Cloth Wash,500 gm,66,http://143.110.186.55:8080/vf-api/android/productImage/Surf Excel Powder/jpg,surf excel powder  cloth wash,yes
1961,Surf excel Powder ,Cloth Wash,1 Kg,130,http://143.110.186.55:8080/vf-api/android/productImage/Surf Excel Powder/jpg,surf excel powder  cloth wash,yes
1962,Ashirwad Shudhh Chakki Atta,Grains & Legumes,5 kg,201.4,http://143.110.186.55:8080/vf-api/android/productImage/chakki atta/jfif,ashirwad shudhh chakki atta grains & legumes,yes
1963,Fortune Chakki Fresh Atta,Grains & Legumes,5 Kg,196.23,http://143.110.186.55:8080/vf-api/android/productImage/Fortune Chakki Fresh Atta/jpg,fortune chakki fresh atta grains & legumes,yes
1964,Tide Washing Powder ,Cloth Wash,500 gm,58,http://143.110.186.55:8080/vf-api/android/productImage/Tide Powder/png,tide washing powder  cloth wash,yes
1965,Tide Washing Powder ,Cloth Wash,1 Kg,124,http://143.110.186.55:8080/vf-api/android/productImage/Tide Powder/png,tide washing powder  cloth wash,yes
1966,Tide Bar ,Cloth Wash,200 gm,10,http://143.110.186.55:8080/vf-api/android/productImage/Tide Soap/jpg,tide bar  cloth wash,yes
1967,Himalaya Neem Face wash,Face Wash,50 ML,70,http://143.110.186.55:8080/vf-api/android/productImage/Himalaya face wash/jpg,himalaya neem face wash face wash,yes
1968,Pears Face wash,Face Wash,60 ml,145.5,http://143.110.186.55:8080/vf-api/android/productImage/pears face wash/jpg,pears face wash face wash,yes
1969,Arial Washing Powder,Cloth Wash,1 Kg,136,http://143.110.186.55:8080/vf-api/android/productImage/Ariel Washing Powder/jpg,arial washing powder cloth wash,yes
